sentence,label,clean_text,sentiment
After 1 April 2007 Cencorp will not have any own employees in the territory .,1,april cencorp employee territory,Neutral
"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",1,buying eukor car carrier percent stake grimaldi group sole owner swedish roll roll port wallhamn,Neutral
"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",1,completion acquisition poyry oil gas expertise cover multi discipline engineering consulting service across complete oil gas asset lifecycle including deepwater engineering service,Neutral
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",1,restructuring upm average paper machine capacity europe ton short ton coated magazine paper ton short ton coated fine paper,Neutral
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",1,transaction real metsa botnia upm,Neutral
"After the transaction , Tikkurila has no powder coatings related operations .",1,transaction tikkurila powder coating related operation,Neutral
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",1,ahlstrom corporation stock exchange announcement ahlstrom corporation publish first quarter financial result friday april approximately finnish time,Neutral
"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",1,ahms also offer hotel hotel project consultancy management service brand franchise training sale marketing service pan india basis,Neutral
Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,1,aktia forecast finland inflation,Neutral
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,1,aldata noted voice supply chain technology approach enables vdw integrate warehouse management system,Neutral
"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",1,aldata solution oyj stock exchange release august aldata share subscribed stock option total new share aldata solution oyj subscribed company stock option,Neutral
"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .",1,alexandria va dec reijo salovaara nastola finland developed veneer cutter,Neutral
"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",1,alexandria va dec united state patent issued dec assigned nokia corp espoo finland,Neutral
"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",1,alexandria va dec united state patent issued dec assigned outotec oyj espoo finland,Neutral
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",1,alexandria va jan united state patent issued jan assigned kemira chemical inc marietta ga,Neutral
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",1,alexandria va march jaakko vilo turku finland developed panel press,Neutral
"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",1,alexandria va may matti harkonen pentti sipponen espoo finland osmo suovaniemi helsinki finland tapani tiusanen vantaa finland developed paper web press device,Neutral
